gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 0:55 PM CEST
voltage interval, 1
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, Voltage, RX Sampling Point(tap), Link, ES_VERT_OFFSET, ES_HORZ_OFFSET, BER
199, 00:00:24, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -29, 1, 0x7c, 0xfe3,  2.322E-001
200, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -28, 1, 0x7c, 0xfe4,  1.939E-001
201, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -27, 1, 0x7c, 0xfe5,  1.488E-001
202, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -26, 1, 0x7c, 0xfe6,  1.865E-001
203, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -25, 1, 0x7c, 0xfe7,  3.660E-002
204, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -24, 1, 0x7c, 0xfe8,  1.196E-001
205, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -23, 1, 0x7c, 0xfe9,  5.441E-003
206, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -22, 1, 0x7c, 0xfea,  3.548E-002
207, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -21, 1, 0x7c, 0xfeb,  1.819E-003
208, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -20, 1, 0x7c, 0xfec,  3.266E-003
209, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -19, 1, 0x7c, 0xfed,  4.706E-005
210, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -18, 1, 0x7c, 0xfee,  2.079E-005
211, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -17, 1, 0x7c, 0xfef,  2.275E-005
212, 00:00:25, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -16, 1, 0x7c, 0xff0,  1.669E-007
213, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -15, 1, 0x7c, 0xff1,  1.043E-008
214, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -14, 1, 0x7c, 0xff2,  1.490E-009
215, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -13, 1, 0x7c, 0xff3,  1.490E-009
216, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -12, 1, 0x7c, 0xff4,  1.490E-009
217, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -11, 1, 0x7c, 0xff5,  1.490E-009
218, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -10, 1, 0x7c, 0xff6,  1.490E-009
219, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -9, 1, 0x7c, 0xff7,  1.490E-009
220, 00:00:26, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -8, 1, 0x7c, 0xff8,  1.490E-009
221, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -7, 1, 0x7c, 0xff9,  1.490E-009
222, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -6, 1, 0x7c, 0xffa,  1.490E-009
223, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -5, 1, 0x7c, 0xffb,  1.490E-009
224, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -4, 1, 0x7c, 0xffc,  1.490E-009
225, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -3, 1, 0x7c, 0xffd,  1.490E-009
226, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -2, 1, 0x7c, 0xffe,  1.490E-009
227, 00:00:27, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, -1, 1, 0x7c, 0xfff,  1.490E-009
228, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 0, 1, 0x7c, 0x0,  1.490E-009
229, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 1, 1, 0x7c, 0x1,  1.490E-009
230, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 2, 1, 0x7c, 0x2,  1.490E-009
231, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 3, 1, 0x7c, 0x3,  1.490E-009
232, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 4, 1, 0x7c, 0x4,  1.490E-009
233, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 5, 1, 0x7c, 0x5,  1.490E-009
234, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 6, 1, 0x7c, 0x6,  1.490E-009
235, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 7, 1, 0x7c, 0x7,  1.490E-009
236, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 8, 1, 0x7c, 0x8,  1.490E-009
237, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 9, 1, 0x7c, 0x9,  1.490E-009
238, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 10, 1, 0x7c, 0xa,  1.490E-009
239, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 11, 1, 0x7c, 0xb,  1.490E-009
240, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 12, 1, 0x7c, 0xc,  1.490E-009
241, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 13, 1, 0x7c, 0xd,  1.490E-009
242, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 14, 1, 0x7c, 0xe,  1.490E-009
243, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 15, 1, 0x7c, 0xf,  1.490E-009
244, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 16, 1, 0x7c, 0x10,  1.937E-008
245, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 17, 1, 0x7c, 0x11,  1.317E-005
246, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 18, 1, 0x7c, 0x12,  1.436E-005
247, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 19, 1, 0x7c, 0x13,  3.036E-005
248, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 20, 1, 0x7c, 0x14,  4.812E-005
249, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 21, 1, 0x7c, 0x15,  2.375E-003
250, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 22, 1, 0x7c, 0x16,  6.458E-003
251, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 23, 1, 0x7c, 0x17,  3.821E-003
252, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 24, 1, 0x7c, 0x18,  2.058E-002
253, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 25, 1, 0x7c, 0x19,  5.120E-002
254, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 26, 1, 0x7c, 0x1a,  6.432E-002
255, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 27, 1, 0x7c, 0x1b,  8.140E-002
256, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 28, 1, 0x7c, 0x1c,  2.202E-001
257, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 29, 1, 0x7c, 0x1d,  2.069E-001
258, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 30, 1, 0x7c, 0x1e,  2.040E-001
259, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 31, 1, 0x7c, 0x1f,  2.241E-001
260, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 124, 32, 1, 0x7c, 0x20,  2.485E-001
261, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -32, 1, 0x7b, 0xfe0,  2.522E-001
262, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -31, 1, 0x7b, 0xfe1,  2.485E-001
263, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -30, 1, 0x7b, 0xfe2,  2.522E-001
264, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -29, 1, 0x7b, 0xfe3,  2.491E-001
265, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -28, 1, 0x7b, 0xfe4,  1.832E-001
266, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -27, 1, 0x7b, 0xfe5,  2.276E-001
267, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -26, 1, 0x7b, 0xfe6,  1.434E-001
268, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -25, 1, 0x7b, 0xfe7,  1.646E-001
269, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -24, 1, 0x7b, 0xfe8,  9.250E-002
270, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -23, 1, 0x7b, 0xfe9,  5.660E-002
271, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -22, 1, 0x7b, 0xfea,  2.531E-002
272, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -21, 1, 0x7b, 0xfeb,  1.370E-002
273, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -20, 1, 0x7b, 0xfec,  2.160E-003
274, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -19, 1, 0x7b, 0xfed,  9.093E-005
275, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -18, 1, 0x7b, 0xfee,  6.018E-005
276, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -17, 1, 0x7b, 0xfef,  1.228E-005
277, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -16, 1, 0x7b, 0xff0,  5.454E-007
278, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -15, 1, 0x7b, 0xff1,  2.533E-008
279, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -14, 1, 0x7b, 0xff2,  1.490E-009
280, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -13, 1, 0x7b, 0xff3,  1.490E-009
281, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -12, 1, 0x7b, 0xff4,  1.490E-009
282, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -11, 1, 0x7b, 0xff5,  1.490E-009
283, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -10, 1, 0x7b, 0xff6,  1.490E-009
284, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -9, 1, 0x7b, 0xff7,  1.490E-009
285, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -8, 1, 0x7b, 0xff8,  1.490E-009
286, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -7, 1, 0x7b, 0xff9,  1.490E-009
287, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -6, 1, 0x7b, 0xffa,  1.490E-009
288, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -5, 1, 0x7b, 0xffb,  1.490E-009
289, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -4, 1, 0x7b, 0xffc,  1.490E-009
290, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -3, 1, 0x7b, 0xffd,  1.490E-009
291, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -2, 1, 0x7b, 0xffe,  1.490E-009
292, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, -1, 1, 0x7b, 0xfff,  1.490E-009
293, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 0, 1, 0x7b, 0x0,  1.490E-009
294, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 1, 1, 0x7b, 0x1,  1.490E-009
295, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 2, 1, 0x7b, 0x2,  1.490E-009
296, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 3, 1, 0x7b, 0x3,  1.490E-009
297, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 4, 1, 0x7b, 0x4,  1.490E-009
298, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 5, 1, 0x7b, 0x5,  1.490E-009
299, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 6, 1, 0x7b, 0x6,  1.490E-009
300, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 7, 1, 0x7b, 0x7,  1.490E-009
301, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 8, 1, 0x7b, 0x8,  1.490E-009
302, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 9, 1, 0x7b, 0x9,  1.490E-009
303, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 10, 1, 0x7b, 0xa,  1.490E-009
304, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 11, 1, 0x7b, 0xb,  1.490E-009
305, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 12, 1, 0x7b, 0xc,  1.490E-009
306, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 13, 1, 0x7b, 0xd,  1.490E-009
307, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 14, 1, 0x7b, 0xe,  1.490E-009
308, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 15, 1, 0x7b, 0xf,  1.490E-009
309, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 16, 1, 0x7b, 0x10,  1.311E-007
310, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 17, 1, 0x7b, 0x11,  6.840E-007
311, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 18, 1, 0x7b, 0x12,  2.076E-004
312, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 19, 1, 0x7b, 0x13,  6.386E-004
313, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 20, 1, 0x7b, 0x14,  2.923E-004
314, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 21, 1, 0x7b, 0x15,  5.981E-003
315, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 22, 1, 0x7b, 0x16,  4.942E-003
316, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 23, 1, 0x7b, 0x17,  1.680E-002
317, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 24, 1, 0x7b, 0x18,  1.365E-002
318, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 25, 1, 0x7b, 0x19,  3.282E-002
319, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 26, 1, 0x7b, 0x1a,  6.337E-002
320, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 27, 1, 0x7b, 0x1b,  1.803E-001
321, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 28, 1, 0x7b, 0x1c,  1.125E-001
322, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 29, 1, 0x7b, 0x1d,  1.803E-001
323, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 30, 1, 0x7b, 0x1e,  2.160E-001
324, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 31, 1, 0x7b, 0x1f,  2.260E-001
325, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 123, 32, 1, 0x7b, 0x20,  2.528E-001
326, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -32, 1, 0x7a, 0xfe0,  2.626E-001
327, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -31, 1, 0x7a, 0xfe1,  2.498E-001
328, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -30, 1, 0x7a, 0xfe2,  2.516E-001
329, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -29, 1, 0x7a, 0xfe3,  2.473E-001
330, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -28, 1, 0x7a, 0xfe4,  2.179E-001
331, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -27, 1, 0x7a, 0xfe5,  1.809E-001
332, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -26, 1, 0x7a, 0xfe6,  1.969E-001
333, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -25, 1, 0x7a, 0xfe7,  1.420E-001
334, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -24, 1, 0x7a, 0xfe8,  1.180E-001
335, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -23, 1, 0x7a, 0xfe9,  7.091E-002
336, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -22, 1, 0x7a, 0xfea,  2.462E-002
337, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -21, 1, 0x7a, 0xfeb,  7.333E-003
338, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -20, 1, 0x7a, 0xfec,  3.773E-003
339, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -19, 1, 0x7a, 0xfed,  1.322E-003
340, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -18, 1, 0x7a, 0xfee,  8.452E-006
341, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -17, 1, 0x7a, 0xfef,  2.351E-005
342, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -16, 1, 0x7a, 0xff0,  1.490E-009
343, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -15, 1, 0x7a, 0xff1,  1.490E-009
344, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -14, 1, 0x7a, 0xff2,  1.490E-009
345, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -13, 1, 0x7a, 0xff3,  1.490E-009
346, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -12, 1, 0x7a, 0xff4,  1.490E-009
347, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -11, 1, 0x7a, 0xff5,  1.490E-009
348, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -10, 1, 0x7a, 0xff6,  1.490E-009
349, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -9, 1, 0x7a, 0xff7,  1.490E-009
350, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -8, 1, 0x7a, 0xff8,  1.490E-009
351, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -7, 1, 0x7a, 0xff9,  1.490E-009
352, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -6, 1, 0x7a, 0xffa,  1.490E-009
353, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -5, 1, 0x7a, 0xffb,  1.490E-009
354, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -4, 1, 0x7a, 0xffc,  1.490E-009
355, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -3, 1, 0x7a, 0xffd,  1.490E-009
356, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -2, 1, 0x7a, 0xffe,  1.490E-009
357, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, -1, 1, 0x7a, 0xfff,  1.490E-009
358, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 0, 1, 0x7a, 0x0,  1.490E-009
359, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 1, 1, 0x7a, 0x1,  1.490E-009
360, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 2, 1, 0x7a, 0x2,  1.490E-009
361, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 3, 1, 0x7a, 0x3,  1.490E-009
362, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 4, 1, 0x7a, 0x4,  1.490E-009
363, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 5, 1, 0x7a, 0x5,  1.490E-009
364, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 6, 1, 0x7a, 0x6,  1.490E-009
365, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 7, 1, 0x7a, 0x7,  1.490E-009
366, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 8, 1, 0x7a, 0x8,  1.490E-009
367, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 9, 1, 0x7a, 0x9,  1.490E-009
368, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 10, 1, 0x7a, 0xa,  1.490E-009
369, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 11, 1, 0x7a, 0xb,  1.490E-009
370, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 12, 1, 0x7a, 0xc,  1.490E-009
371, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 13, 1, 0x7a, 0xd,  1.490E-009
372, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 14, 1, 0x7a, 0xe,  1.490E-009
373, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 15, 1, 0x7a, 0xf,  2.831E-008
374, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 16, 1, 0x7a, 0x10,  9.954E-007
375, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 17, 1, 0x7a, 0x11,  1.714E-006
376, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 18, 1, 0x7a, 0x12,  1.049E-004
377, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 19, 1, 0x7a, 0x13,  3.900E-006
378, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 20, 1, 0x7a, 0x14,  1.579E-004
379, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 21, 1, 0x7a, 0x15,  1.225E-003
380, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 22, 1, 0x7a, 0x16,  5.456E-003
381, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 23, 1, 0x7a, 0x17,  4.654E-003
382, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 24, 1, 0x7a, 0x18,  3.595E-002
383, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 25, 1, 0x7a, 0x19,  5.871E-002
384, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 26, 1, 0x7a, 0x1a,  9.250E-002
385, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 27, 1, 0x7a, 0x1b,  7.420E-002
386, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 28, 1, 0x7a, 0x1c,  1.363E-001
387, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 29, 1, 0x7a, 0x1d,  1.631E-001
388, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 30, 1, 0x7a, 0x1e,  2.016E-001
389, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 31, 1, 0x7a, 0x1f,  2.516E-001
390, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 122, 32, 1, 0x7a, 0x20,  2.381E-001
391, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 121, -32, 1, 0x79, 0xfe0,  2.579E-001
392, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 121, -31, 1, 0x79, 0xfe1,  2.522E-001
393, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 121, -30, 1, 0x79, 0xfe2,  2.473E-001
394, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 121, -29, 1, 0x79, 0xfe3,  2.188E-001
395, 00:00:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 121, -28, 1, 0x79, 0xfe4,  2.444E-001
396, 00:00:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 121, -27, 1, 0x79, 0xfe5,  1.781E-001
