gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 0:55 PM CEST
voltage interval, 1
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, Voltage, RX Sampling Point(tap), Link, ES_VERT_OFFSET, ES_HORZ_OFFSET, BER
10713, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 20, 1, 0xa5, 0x14,  8.941E-009
10714, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 21, 1, 0xa5, 0x15,  1.528E-005
10715, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 22, 1, 0xa5, 0x16,  1.474E-004
10716, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 23, 1, 0xa5, 0x17,  4.726E-005
10717, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 24, 1, 0xa5, 0x18,  6.279E-004
10718, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 25, 1, 0xa5, 0x19,  3.433E-003
10719, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 26, 1, 0xa5, 0x1a,  2.410E-003
10720, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 27, 1, 0xa5, 0x1b,  2.689E-002
10721, 00:20:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 28, 1, 0xa5, 0x1c,  5.926E-003
10722, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 29, 1, 0xa5, 0x1d,  4.354E-002
10723, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 30, 1, 0xa5, 0x1e,  8.463E-002
10724, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 31, 1, 0xa5, 0x1f,  5.208E-002
10725, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -37, 32, 1, 0xa5, 0x20,  3.057E-001
10726, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -32, 1, 0xa6, 0xfe0,  3.391E-001
10727, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -31, 1, 0xa6, 0xfe1,  1.657E-001
10728, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -30, 1, 0xa6, 0xfe2,  2.438E-001
10729, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -29, 1, 0xa6, 0xfe3,  1.769E-001
10730, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -28, 1, 0xa6, 0xfe4,  1.480E-001
10731, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -27, 1, 0xa6, 0xfe5,  8.238E-002
10732, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -26, 1, 0xa6, 0xfe6,  8.067E-003
10733, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -25, 1, 0xa6, 0xfe7,  1.258E-002
10734, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -24, 1, 0xa6, 0xfe8,  6.569E-003
10735, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -23, 1, 0xa6, 0xfe9,  1.149E-003
10736, 00:20:52, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -22, 1, 0xa6, 0xfea,  2.063E-004
10737, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -21, 1, 0xa6, 0xfeb,  2.575E-006
10738, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -20, 1, 0xa6, 0xfec,  1.571E-006
10739, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -19, 1, 0xa6, 0xfed,  7.451E-009
10740, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -18, 1, 0xa6, 0xfee,  1.490E-009
10741, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -17, 1, 0xa6, 0xfef,  1.490E-009
10742, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -16, 1, 0xa6, 0xff0,  1.490E-009
10743, 00:20:53, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -15, 1, 0xa6, 0xff1,  1.490E-009
10744, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -14, 1, 0xa6, 0xff2,  1.490E-009
10745, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -13, 1, 0xa6, 0xff3,  1.490E-009
10746, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -12, 1, 0xa6, 0xff4,  1.490E-009
10747, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -11, 1, 0xa6, 0xff5,  1.490E-009
10748, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -10, 1, 0xa6, 0xff6,  1.490E-009
10749, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -9, 1, 0xa6, 0xff7,  1.490E-009
10750, 00:20:54, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -8, 1, 0xa6, 0xff8,  1.490E-009
10751, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -7, 1, 0xa6, 0xff9,  1.490E-009
10752, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -6, 1, 0xa6, 0xffa,  1.490E-009
10753, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -5, 1, 0xa6, 0xffb,  1.490E-009
10754, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -4, 1, 0xa6, 0xffc,  1.490E-009
10755, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -3, 1, 0xa6, 0xffd,  1.490E-009
10756, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -2, 1, 0xa6, 0xffe,  1.490E-009
10757, 00:20:55, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, -1, 1, 0xa6, 0xfff,  1.490E-009
10758, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 0, 1, 0xa6, 0x0,  1.490E-009
10759, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 1, 1, 0xa6, 0x1,  1.490E-009
10760, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 2, 1, 0xa6, 0x2,  1.490E-009
10761, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 3, 1, 0xa6, 0x3,  1.490E-009
10762, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 4, 1, 0xa6, 0x4,  1.490E-009
10763, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 5, 1, 0xa6, 0x5,  1.490E-009
10764, 00:20:56, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 6, 1, 0xa6, 0x6,  1.490E-009
10765, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 7, 1, 0xa6, 0x7,  1.490E-009
10766, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 8, 1, 0xa6, 0x8,  1.490E-009
10767, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 9, 1, 0xa6, 0x9,  1.490E-009
10768, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 10, 1, 0xa6, 0xa,  1.490E-009
10769, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 11, 1, 0xa6, 0xb,  1.490E-009
10770, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 12, 1, 0xa6, 0xc,  1.490E-009
10771, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 13, 1, 0xa6, 0xd,  1.490E-009
10772, 00:20:57, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 14, 1, 0xa6, 0xe,  1.490E-009
10773, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 15, 1, 0xa6, 0xf,  1.490E-009
10774, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 16, 1, 0xa6, 0x10,  1.490E-009
10775, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 17, 1, 0xa6, 0x11,  1.490E-009
10776, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 18, 1, 0xa6, 0x12,  1.490E-009
10777, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 19, 1, 0xa6, 0x13,  1.490E-009
10778, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 20, 1, 0xa6, 0x14,  2.007E-006
10779, 00:20:58, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 21, 1, 0xa6, 0x15,  3.725E-008
10780, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 22, 1, 0xa6, 0x16,  8.981E-006
10781, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 23, 1, 0xa6, 0x17,  9.595E-004
10782, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 24, 1, 0xa6, 0x18,  4.438E-004
10783, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 25, 1, 0xa6, 0x19,  4.285E-004
10784, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 26, 1, 0xa6, 0x1a,  2.189E-003
10785, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 27, 1, 0xa6, 0x1b,  3.674E-003
10786, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 28, 1, 0xa6, 0x1c,  4.966E-002
10787, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 29, 1, 0xa6, 0x1d,  5.922E-002
10788, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 30, 1, 0xa6, 0x1e,  2.302E-002
10789, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 31, 1, 0xa6, 0x1f,  5.395E-002
10790, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -38, 32, 1, 0xa6, 0x20,  1.573E-001
10791, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -32, 1, 0xa7, 0xfe0,  4.016E-001
10792, 00:20:59, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -31, 1, 0xa7, 0xfe1,  1.954E-001
10793, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -30, 1, 0xa7, 0xfe2,  1.161E-001
10794, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -29, 1, 0xa7, 0xfe3,  5.689E-002
10795, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -28, 1, 0xa7, 0xfe4,  1.316E-001
10796, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -27, 1, 0xa7, 0xfe5,  4.959E-002
10797, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -26, 1, 0xa7, 0xfe6,  3.868E-002
10798, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -25, 1, 0xa7, 0xfe7,  2.750E-004
10799, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -24, 1, 0xa7, 0xfe8,  4.759E-003
10800, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -23, 1, 0xa7, 0xfe9,  6.629E-004
10801, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -22, 1, 0xa7, 0xfea,  9.818E-005
10802, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -21, 1, 0xa7, 0xfeb,  7.272E-006
10803, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -20, 1, 0xa7, 0xfec,  1.565E-007
10804, 00:21:00, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -19, 1, 0xa7, 0xfed,  7.451E-009
10805, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -18, 1, 0xa7, 0xfee,  1.490E-009
10806, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -17, 1, 0xa7, 0xfef,  1.490E-009
10807, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -16, 1, 0xa7, 0xff0,  1.490E-009
10808, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -15, 1, 0xa7, 0xff1,  1.490E-009
10809, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -14, 1, 0xa7, 0xff2,  1.490E-009
10810, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -13, 1, 0xa7, 0xff3,  1.490E-009
10811, 00:21:1, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -12, 1, 0xa7, 0xff4,  1.490E-009
10812, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -11, 1, 0xa7, 0xff5,  1.490E-009
10813, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -10, 1, 0xa7, 0xff6,  1.490E-009
10814, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -9, 1, 0xa7, 0xff7,  1.490E-009
10815, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -8, 1, 0xa7, 0xff8,  1.490E-009
10816, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -7, 1, 0xa7, 0xff9,  1.490E-009
10817, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -6, 1, 0xa7, 0xffa,  1.490E-009
10818, 00:21:2, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -5, 1, 0xa7, 0xffb,  1.490E-009
10819, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -4, 1, 0xa7, 0xffc,  1.490E-009
10820, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -3, 1, 0xa7, 0xffd,  1.490E-009
10821, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -2, 1, 0xa7, 0xffe,  1.490E-009
10822, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, -1, 1, 0xa7, 0xfff,  1.490E-009
10823, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 0, 1, 0xa7, 0x0,  1.490E-009
10824, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 1, 1, 0xa7, 0x1,  1.490E-009
10825, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 2, 1, 0xa7, 0x2,  1.490E-009
10826, 00:21:3, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 3, 1, 0xa7, 0x3,  1.490E-009
10827, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 4, 1, 0xa7, 0x4,  1.490E-009
10828, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 5, 1, 0xa7, 0x5,  1.490E-009
10829, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 6, 1, 0xa7, 0x6,  1.490E-009
10830, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 7, 1, 0xa7, 0x7,  1.490E-009
10831, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 8, 1, 0xa7, 0x8,  1.490E-009
10832, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 9, 1, 0xa7, 0x9,  1.490E-009
10833, 00:21:4, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 10, 1, 0xa7, 0xa,  1.490E-009
10834, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 11, 1, 0xa7, 0xb,  1.490E-009
10835, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 12, 1, 0xa7, 0xc,  1.490E-009
10836, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 13, 1, 0xa7, 0xd,  1.490E-009
10837, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 14, 1, 0xa7, 0xe,  1.490E-009
10838, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 15, 1, 0xa7, 0xf,  1.490E-009
10839, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 16, 1, 0xa7, 0x10,  1.490E-009
10840, 00:21:5, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 17, 1, 0xa7, 0x11,  1.490E-009
10841, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 18, 1, 0xa7, 0x12,  4.470E-009
10842, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 19, 1, 0xa7, 0x13,  2.220E-007
10843, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 20, 1, 0xa7, 0x14,  1.743E-007
10844, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 21, 1, 0xa7, 0x15,  3.070E-007
10845, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 22, 1, 0xa7, 0x16,  9.510E-006
10846, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 23, 1, 0xa7, 0x17,  1.793E-004
10847, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 24, 1, 0xa7, 0x18,  3.890E-004
10848, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 25, 1, 0xa7, 0x19,  2.706E-003
10849, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 26, 1, 0xa7, 0x1a,  2.560E-003
10850, 00:21:6, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 27, 1, 0xa7, 0x1b,  3.819E-003
10851, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 28, 1, 0xa7, 0x1c,  8.522E-003
10852, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 29, 1, 0xa7, 0x1d,  1.219E-002
10853, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 30, 1, 0xa7, 0x1e,  6.070E-002
10854, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 31, 1, 0xa7, 0x1f,  7.057E-002
10855, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -39, 32, 1, 0xa7, 0x20,  2.107E-001
10856, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -32, 1, 0xa8, 0xfe0,  3.954E-001
10857, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -31, 1, 0xa8, 0xfe1,  2.069E-001
10858, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -30, 1, 0xa8, 0xfe2,  2.327E-001
10859, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -29, 1, 0xa8, 0xfe3,  1.848E-001
10860, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -28, 1, 0xa8, 0xfe4,  7.913E-002
10861, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -27, 1, 0xa8, 0xfe5,  5.936E-002
10862, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -26, 1, 0xa8, 0xfe6,  1.966E-003
10863, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -25, 1, 0xa8, 0xfe7,  2.387E-002
10864, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -24, 1, 0xa8, 0xfe8,  5.954E-004
10865, 00:21:7, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -23, 1, 0xa8, 0xfe9,  3.063E-004
10866, 00:21:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -22, 1, 0xa8, 0xfea,  3.751E-005
10867, 00:21:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -21, 1, 0xa8, 0xfeb,  4.709E-006
10868, 00:21:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -20, 1, 0xa8, 0xfec,  2.548E-007
10869, 00:21:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -19, 1, 0xa8, 0xfed,  1.490E-009
10870, 00:21:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -18, 1, 0xa8, 0xfee,  1.490E-009
10871, 00:21:8, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -17, 1, 0xa8, 0xfef,  1.490E-009
10872, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -16, 1, 0xa8, 0xff0,  1.490E-009
10873, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -15, 1, 0xa8, 0xff1,  1.490E-009
10874, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -14, 1, 0xa8, 0xff2,  1.490E-009
10875, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -13, 1, 0xa8, 0xff3,  1.490E-009
10876, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -12, 1, 0xa8, 0xff4,  1.490E-009
10877, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -11, 1, 0xa8, 0xff5,  1.490E-009
10878, 00:21:9, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -10, 1, 0xa8, 0xff6,  1.490E-009
10879, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -9, 1, 0xa8, 0xff7,  1.490E-009
10880, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -8, 1, 0xa8, 0xff8,  1.490E-009
10881, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -7, 1, 0xa8, 0xff9,  1.490E-009
10882, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -6, 1, 0xa8, 0xffa,  1.490E-009
10883, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -5, 1, 0xa8, 0xffb,  1.490E-009
10884, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -4, 1, 0xa8, 0xffc,  1.490E-009
10885, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -3, 1, 0xa8, 0xffd,  1.490E-009
10886, 00:21:10, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -2, 1, 0xa8, 0xffe,  1.490E-009
10887, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, -1, 1, 0xa8, 0xfff,  1.490E-009
10888, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 0, 1, 0xa8, 0x0,  1.490E-009
10889, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 1, 1, 0xa8, 0x1,  1.490E-009
10890, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 2, 1, 0xa8, 0x2,  1.490E-009
10891, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 3, 1, 0xa8, 0x3,  1.490E-009
10892, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 4, 1, 0xa8, 0x4,  1.490E-009
10893, 00:21:11, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 5, 1, 0xa8, 0x5,  1.490E-009
10894, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 6, 1, 0xa8, 0x6,  1.490E-009
10895, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 7, 1, 0xa8, 0x7,  1.490E-009
10896, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 8, 1, 0xa8, 0x8,  1.490E-009
10897, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 9, 1, 0xa8, 0x9,  1.490E-009
10898, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 10, 1, 0xa8, 0xa,  1.490E-009
10899, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 11, 1, 0xa8, 0xb,  1.490E-009
10900, 00:21:12, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 12, 1, 0xa8, 0xc,  1.490E-009
10901, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 13, 1, 0xa8, 0xd,  1.490E-009
10902, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 14, 1, 0xa8, 0xe,  1.490E-009
10903, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 15, 1, 0xa8, 0xf,  1.490E-009
10904, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 16, 1, 0xa8, 0x10,  1.490E-009
10905, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 17, 1, 0xa8, 0x11,  1.490E-009
10906, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 18, 1, 0xa8, 0x12,  1.490E-009
10907, 00:21:13, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), -40, 19, 1, 0xa8, 0x13,  1.490E-009
